sentence,intents
what sort of vaccination should i get prior to a trip to hong kong,vaccines
before i embark on a trip to europe should i get more shot,vaccines
would you need more shot to go to mexico,vaccines
is vaccination necessary for travel to asia,vaccines
do you think my shot would be needed before traveling to columbia,vaccines
will having my shot updated be a good idea before i travel to south america,vaccines
should i have my shot up to date before i travel to the virgin island,vaccines
if you were traveling to indonesia a i am would you have your shot updated before your visit,vaccines
are shot required before traveling to china,vaccines
doe cuba require vaccine,vaccines
which vaccine are meant for cuba,vaccines
which vaccine will i need for cuba,vaccines
do i need a vaccine for the congo,vaccines
vaccine for my trip to cuba,vaccines
are there vaccination needed if i go there,vaccines
would vaccination be needed if i go here,vaccines
if i travel abroad do i need vaccination,vaccines
if i travel here do i need vaccination,vaccines
do i need vaccination if i go this country,vaccines
i would like to know my vacation day balance,pto_balance
give me vacation day remaining please,pto_balance
how many vacation day do i still have available,pto_balance
please tell me the exact number of day i have still for vacation,pto_balance
whats the number of vacation day i have left,pto_balance
what amount of vacation day do i have,pto_balance
what is the number of pto day i have left,pto_balance
what amount of pto day do i have left,pto_balance
what are the amount of vacation day i have,pto_balance
how much pto day do i have remaining,pto_balance
what number of day do i have for vacation,pto_balance
what is my remaining amount of pto day,pto_balance
what do my pto day amount to,pto_balance
what do my vacation day amount to,pto_balance
how many day of vacation do i have left,pto_balance
what day am i on on vacation and how much do i got left,pto_balance
how many vacation day are remaining on my time,pto_balance
how many day of vacation are left now,pto_balance
how many day on holiday do i have,pto_balance
can you see if i have any vacation day available for a request,pto_balance
how much vacation time have i earned,pto_balance
how much vacation time do i have,pto_balance
how many week of vacation time have i earned,pto_balance
how many week of vacation time do i have,pto_balance
how many day can i take for vacation,pto_balance
what is the balance on my vacation day,pto_balance
how many day are remaining on my vacation day,pto_balance
so i have any vacation day left,pto_balance
what is the year to date total on my vacation day,pto_balance
how many sick day do i have,pto_balance
how do i get downtown by foot,directions
how do i get to the subway by foot,directions
how do i get to the train by foot,directions
how do i get to central park by foot,directions
how do i get to the airport by foot,directions
where is the nearest wal mart,directions
i want direction to phoenix,directions
i must understand the nearest gas station to glendale,directions
i need some direction to phoenix,directions
give me direction to phoenix,directions
i must know the closest gas station to glendale,directions
where is the nearest fry,directions
where is the nearest papa john,directions
i would love to know the closest gas station to glendale,directions
get me direction to phoenix,directions
where is the nearest k mart,directions
where is the nearest circuit city,directions
let me know the nearest gas station to glendale,directions
where is the closest gas station to glendale,directions
where is the nearest movie theater to time square,directions
where is the closest bathroom to the statue of liberty,directions
